Scripps ID,SDCVC ID,Species,Sample type,% Coverage,Average Coverage,Collection date,Country,State,County,Latitude,Longitude,Sequencing Status,Consensus Name
W158,13-3473,California Scrub-Jay,Tissue,100.00,0,2013-08-20,USA,CA,Butte,39.732,-121.841,coding-complete,W158_2013-08-20_USA_CA_Butte_-121.841_39.732.fasta,
W159,13-3592,California Scrub-Jay,Tissue,100.00,0,2013-08-25,USA,CA,Merced,37.338,-120.636,coding-complete,W159_2013-08-25_USA_CA_Merced_-120.636_37.338.fasta,
W160,13-3611,California Scrub-Jay,Tissue,100.00,0,2013-08-26,USA,CA,Shasta,40.552,-122.406,coding-complete,W160_2013-08-26_USA_CA_Shasta_-122.406_40.552.fasta,
W161,17-824,American Crow,Tissue,100.00,0,2017-06-17,USA,CA,Riverside,33.947,-117.542,coding-complete,W161_2017-06-17_USA_CA_Riverside_-117.542_33.947.fasta,
W162,17-907,Black-headed Grosbeak,Tissue,0.00,0,2017-06-23,USA,CA,Lake,38.950,-122.618,coding-complete,W162_2017-06-23_USA_CA_Lake_-122.618_38.950.fasta,
W163,17-916,American Crow,Tissue,100.00,0,2017-06-23,USA,CA,Los Angeles,34.116,-118.071,coding-complete,W163_2017-06-23_USA_CA_LosAngeles_-118.071_34.116.fasta,
W164,17-931,American Crow,Tissue,100.00,0,2017-06-23,USA,CA,Los Angeles,34.197,-118.623,coding-complete,W164_2017-06-23_USA_CA_LosAngeles_-118.623_34.197.fasta,
W165,17-1011,California Scrub-Jay,Tissue,100.00,0,2017-06-30,USA,CA,San Bernardino,34.105,-117.431,coding-complete,W165_2017-06-30_USA_CA_SanBernardino_-117.431_34.105.fasta,
W166,17-1031,American Crow,Tissue,100.00,0,2017-07-03,USA,CA,Riverside,33.756,-117.469,coding-complete,W166_2017-07-03_USA_CA_Riverside_-117.469_33.756.fasta,
W167,17-1153,American Crow,Tissue,100.00,0,2017-07-11,USA,CA,Riverside,33.927,-117.583,coding-complete,W167_2017-07-11_USA_CA_Riverside_-117.583_33.927.fasta,
W168,17-1174,American Crow,Tissue,100.00,0,2017-07-13,USA,CA,Los Angeles,34.205,-118.847,coding-complete,W168_2017-07-13_USA_CA_LosAngeles_-118.847_34.205.fasta,
W169,17-1319,American Crow,Tissue,100.00,0,2017-07-26,USA,CA,Contra Costa,37.921,-122.024,coding-complete,W169_2017-07-26_USA_CA_ContraCosta_-122.024_37.921.fasta,
W170,17-1373,California Scrub-Jay,Tissue,0.00,0,2017-07-31,USA,CA,Butte,39.505,-121.586,coding-complete,W170_2017-07-31_USA_CA_Butte_-121.586_39.505.fasta,
W171,17-1428,American Crow,Tissue,100.00,0,2017-08-03,USA,CA,Contra Costa,37.797,-121.980,coding-complete,W171_2017-08-03_USA_CA_ContraCosta_-121.980_37.797.fasta,
W172,17-1746,Yellow-billed Magpie,Tissue,100.00,0,2017-08-30,USA,CA,Butte,39.859,-122.001,coding-complete,W172_2017-08-30_USA_CA_Butte_-122.001_39.859.fasta,
W173,17-1715,American Crow,Tissue,100.00,0,2017-08-28,USA,CA,Ventura,34.273,-118.668,coding-complete,W173_2017-08-28_USA_CA_Ventura_-118.668_34.273.fasta,
W174,17-1758,Yellow-billed Magpie,Tissue,100.00,0,2017-08-31,USA,CA,Butte,39.859,-122.001,coding-complete,W174_2017-08-31_USA_CA_Butte_-122.001_39.859.fasta,
W175,04-GRLA 3152,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2004-09-02,USA,CA,Los Angeles,33.853,-118.102,coding-complete,W175_2004-09-02_USA_CA_LosAngeles_-118.102_33.853.fasta,
W176,04-GRLA 3155,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2004-09-02,USA,CA,Los Angeles,34.015,-118.130,coding-complete,W176_2004-09-02_USA_CA_LosAngeles_-118.130_34.015.fasta,
W177,05-GRLA 648,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2005-06-13,USA,CA,Los Angeles,33.842,-118.098,coding-complete,W177_2005-06-13_USA_CA_LosAngeles_-118.098_33.842.fasta,
W178,05-LONG 151,Culex tarsalis,Pooled mosquitos,100.00,0,2005-06-21,USA,CA,Los Angeles,33.768,-118.119,coding-complete,W178_2005-06-21_USA_CA_LosAngeles_-118.119_33.768.fasta,
W179,06-GRLA 563,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2006-08-07,USA,CA,Los Angeles,34.181,-118.481,coding-complete,W179_2006-08-07_USA_CA_LosAngeles_-118.481_34.181.fasta,
W180,06-GRLA 559,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2006-08-05,USA,CA,Los Angeles,34.183,-118.485,coding-complete,W180_2006-08-05_USA_CA_LosAngeles_-118.485_34.183.fasta,
W181,07-CNSL 93,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2007-07-20,USA,CA,Fresno,36.751,-119.616,coding-complete,W181_2007-07-20_USA_CA_Fresno_-119.616_36.751.fasta,
W182,07-KNGS 91,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2007-07-20,USA,CA,Kings,36.342,-119.624,coding-complete,W182_2007-07-20_USA_CA_Kings_-119.624_36.342.fasta,
W183,08-DLTA 557,Culex stigmatosoma,Pooled mosquitos,100.00,0,2008-09-09,USA,CA,Tulare,36.567,-119.350,coding-complete,W183_2008-09-09_USA_CA_Tulare_-119.350_36.567.fasta,
W184,08-TRLK 1565,Culex pipiens,Pooled mosquitos,100.00,0,2008-09-09,USA,CA,Stanislaus,37.522,-120.786,coding-complete,W184_2008-09-09_USA_CA_Stanislaus_-120.786_37.522.fasta,
W185,09-KNGS 170,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2009-07-28,USA,CA,Kings,36.423,-119.673,coding-complete,W185_2009-07-28_USA_CA_Kings_-119.673_36.423.fasta,
W186,09-CNSL 329,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2009-07-28,USA,CA,Fresno,36.660,-119.535,coding-complete,W186_2009-07-28_USA_CA_Fresno_-119.535_36.660.fasta,
W187,11-GRLA 6123,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2011-08-11,USA,CA,Los Angeles,34.193,-118.568,coding-complete,W187_2011-08-11_USA_CA_LosAngeles_-118.568_34.193.fasta,
W188,10-CNSL 536,Culex tarsalis,Pooled mosquitos,100.00,0,2010-08-12,USA,CA,Fresno,36.653,-119.531,coding-complete,W188_2010-08-12_USA_CA_Fresno_-119.531_36.653.fasta,
W189,10-KNGS 446,Culex tarsalis,Pooled mosquitos,100.00,0,2010-08-12,USA,CA,Kings,36.226,-119.727,coding-complete,W189_2010-08-12_USA_CA_Kings_-119.727_36.226.fasta,
W190,11-GRLA 6122,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2011-08-11,USA,CA,Los Angeles,34.258,-118.529,coding-complete,W190_2011-08-11_USA_CA_LosAngeles_-118.529_34.258.fasta,
W191,12-TLRE 78,Culex tarsalis,Pooled mosquitos,100.00,0,2012-09-18,USA,CA,Tulare,36.094,-119.195,coding-complete,W191_2012-09-18_USA_CA_Tulare_-119.195_36.094.fasta,
W192,12-KNGS 474,Culex pipiens,Pooled mosquitos,100.00,0,2012-09-04,USA,CA,Kings,36.319,-119.794,coding-complete,W192_2012-09-04_USA_CA_Kings_-119.794_36.319.fasta,
W193,12-SUYA 326,Culex tarsalis,Pooled mosquitos,100.00,0,2012-08-27,USA,CA,Yuba,39.190,-121.589,coding-complete,W193_2012-08-27_USA_CA_Yuba_-121.589_39.190.fasta,
W194,12-TLRE 50,Culex tarsalis,Pooled mosquitos,100.00,0,2012-08-28,USA,CA,Tulare,36.144,-119.217,coding-complete,W194_2012-08-28_USA_CA_Tulare_-119.217_36.144.fasta,
W195,12-COAV 2195,Culex tarsalis,Pooled mosquitos,100.00,0,2012-08-23,USA,CA,Riverside,33.462,-116.061,coding-complete,W195_2012-08-23_USA_CA_Riverside_-116.061_33.462.fasta,
W196,12-GRLA 826,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2012-08-07,USA,CA,Los Angeles,33.937,-118.039,coding-complete,W196_2012-08-07_USA_CA_LosAngeles_-118.039_33.937.fasta,
W197,12-GRLA 5958,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2012-08-29,USA,CA,Los Angeles,34.189,-118.469,coding-complete,W197_2012-08-29_USA_CA_LosAngeles_-118.469_34.189.fasta,
W198,12-CNSL 467,Culex stigmatosoma,Pooled mosquitos,100.00,0,2012-08-10,USA,CA,Fresno,36.667,-119.534,coding-complete,W198_2012-08-10_USA_CA_Fresno_-119.534_36.667.fasta,
W199,12-FRWS 141,Culex tarsalis,Pooled mosquitos,100.00,0,2012-08-14,USA,CA,Fresno,36.953,-120.590,coding-complete,W199_2012-08-14_USA_CA_Fresno_-120.590_36.953.fasta,
W200,12-FRWS 142,Culex tarsalis,Pooled mosquitos,100.00,0,2012-08-14,USA,CA,Fresno,36.953,-120.590,coding-complete,W200_2012-08-14_USA_CA_Fresno_-120.590_36.953.fasta,
W201,13-LAKE 305,Culex stigmatosoma,Pooled mosquitos,100.00,0,2013-08-21,USA,CA,Lake,38.993,-122.875,coding-complete,W201_2013-08-21_USA_CA_Lake_-122.875_38.993.fasta,
W202,13-BUCO 89,Culex erythrothorax,Pooled mosquitos,100.00,0,2013-08-14,USA,CA,Butte,39.650,-121.642,coding-complete,W202_2013-08-14_USA_CA_Butte_-121.642_39.650.fasta,
W203,13-GRLA 5984,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2013-09-10,USA,CA,Los Angeles,34.293,-118.436,coding-complete,W203_2013-09-10_USA_CA_LosAngeles_-118.436_34.293.fasta,
W204,13-LAKE 395,Culex erythrothorax,Pooled mosquitos,100.00,0,2013-09-11,USA,CA,Lake,39.077,-122.938,coding-complete,W204_2013-09-11_USA_CA_Lake_-122.938_39.077.fasta,
W205,13-WEST 123,Culex tarsalis,Pooled mosquitos,100.00,0,2013-08-28,USA,CA,Kern,35.093,-119.276,coding-complete,W205_2013-08-28_USA_CA_Kern_-119.276_35.093.fasta,
W206,13-WEST 126,Culex tarsalis,Pooled mosquitos,100.00,0,2013-08-28,USA,CA,Kern,35.093,-119.276,coding-complete,W206_2013-08-28_USA_CA_Kern_-119.276_35.093.fasta,
W207,13-SUYA 404,Culex tarsalis,Pooled mosquitos,100.00,0,2013-08-26,USA,CA,Sutter,39.160,-121.641,coding-complete,W207_2013-08-26_USA_CA_Sutter_-121.641_39.160.fasta,
W208,13-GRLA 5910,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2013-08-22,USA,CA,Los Angeles,34.222,-118.515,coding-complete,W208_2013-08-22_USA_CA_LosAngeles_-118.515_34.222.fasta,
W209,13-GRLA 5903,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2013-08-22,USA,CA,Los Angeles,34.190,-118.494,coding-complete,W209_2013-08-22_USA_CA_LosAngeles_-118.494_34.190.fasta,
W210,13-WVAL 888,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2013-08-15,USA,CA,San Bernardino,34.071,-117.673,coding-complete,W210_2013-08-15_USA_CA_SanBernardino_-117.673_34.071.fasta,
W211,14-TRLK 154,Culex pipiens,Pooled mosquitos,100.00,0,2014-06-17,USA,CA,Stanislaus,37.511,-120.826,coding-complete,W211_2014-06-17_USA_CA_Stanislaus_-120.826_37.511.fasta,
W212,14-CNSL 39,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2014-06-20,USA,CA,Fresno,36.866,-119.790,coding-complete,W212_2014-06-20_USA_CA_Fresno_-119.790_36.866.fasta,
W213,14-SUYA 110,Culex tarsalis,Pooled mosquitos,100.00,0,2014-06-23,USA,CA,Yuba,39.165,-121.564,coding-complete,W213_2014-06-23_USA_CA_Yuba_-121.564_39.165.fasta,
W214,14-MADR 43,Culex tarsalis,Pooled mosquitos,100.00,0,2014-06-24,USA,CA,Madera,37.026,-120.118,coding-complete,W214_2014-06-24_USA_CA_Madera_-120.118_37.026.fasta,
W215,14-TRLK 248,Culex pipiens,Pooled mosquitos,100.00,0,2014-07-03,USA,CA,Stanislaus,37.498,-120.852,coding-complete,W215_2014-07-03_USA_CA_Stanislaus_-120.852_37.498.fasta,
W216,14-WVAL 698,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2014-07-08,USA,CA,San Bernardino,34.082,-117.664,coding-complete,W216_2014-07-08_USA_CA_SanBernardino_-117.664_34.082.fasta,
W217,14-CNTR 177,Culex tarsalis,Pooled mosquitos,100.00,0,2014-07-07,USA,CA,Contra Costa,38.036,-122.117,coding-complete,W217_2014-07-07_USA_CA_ContraCosta_-122.117_38.036.fasta,
W218,14-ALCO 43,Culex tarsalis,Pooled mosquitos,100.00,0,2014-07-15,USA,CA,Alameda,37.669,-121.796,coding-complete,W218_2014-07-15_USA_CA_Alameda_-121.796_37.669.fasta,
W219,14-ANTV 16,Culex tarsalis,Pooled mosquitos,100.00,0,2014-07-22,USA,CA,Los Angeles,34.679,-118.065,coding-complete,W219_2014-07-22_USA_CA_LosAngeles_-118.065_34.679.fasta,
W220,14-CNSL 370,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2014-07-10,USA,CA,Fresno,36.503,-119.592,coding-complete,W220_2014-07-10_USA_CA_Fresno_-119.592_36.503.fasta,
W221,15-GRLA 160,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2015-05-14,USA,CA,Los Angeles,33.945,-118.197,coding-complete,W221_2015-05-14_USA_CA_LosAngeles_-118.197_33.945.fasta,
W222,15-CNSL 295,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2015-06-09,USA,CA,Fresno,36.409,-119.842,coding-complete,W222_2015-06-09_USA_CA_Fresno_-119.842_36.409.fasta,
W223,15-SUYA 56,Culex tarsalis,Pooled mosquitos,100.00,0,2015-06-15,USA,CA,Yuba,39.214,-121.534,coding-complete,W223_2015-06-15_USA_CA_Yuba_-121.534_39.214.fasta,
W224,15-CNTR 86,Culex tarsalis,Pooled mosquitos,100.00,0,2015-06-15,USA,CA,Contra Costa,37.997,-121.702,coding-complete,W224_2015-06-15_USA_CA_ContraCosta_-121.702_37.997.fasta,
W225,15-DLNO 61,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2015-07-21,USA,CA,Tulare,35.884,-119.266,coding-complete,W225_2015-07-21_USA_CA_Tulare_-119.266_35.884.fasta,
W226,15-FRWS 63,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2015-07-14,USA,CA,Fresno,36.847,-120.445,coding-complete,W226_2015-07-14_USA_CA_Fresno_-120.445_36.847.fasta,
W227,15-GLEN 32,Culex tarsalis,Pooled mosquitos,100.00,0,2015-07-21,USA,CA,Glenn,39.630,-122.007,coding-complete,W227_2015-07-21_USA_CA_Glenn_-122.007_39.630.fasta,
W228,15-ALCO 72,Culex tarsalis,Pooled mosquitos,100.00,0,2015-07-22,USA,CA,Alameda,37.550,-122.022,coding-complete,W228_2015-07-22_USA_CA_Alameda_-122.022_37.550.fasta,
W229,15-BUCO 180,Culex tarsalis,Pooled mosquitos,100.00,0,2015-07-15,USA,CA,Butte,39.743,-121.884,coding-complete,W229_2015-07-15_USA_CA_Butte_-121.884_39.743.fasta,
W230,15-LAKE 235,Culex tarsalis,Pooled mosquitos,100.00,0,2015-07-21,USA,CA,Lake,38.937,-122.659,coding-complete,W230_2015-07-21_USA_CA_Lake_-122.659_38.937.fasta,
W231,16-SUYA 143,Culex tarsalis,Pooled mosquitos,100.00,0,2016-07-05,USA,CA,Sutter,39.093,-121.676,coding-complete,W231_2016-07-05_USA_CA_Sutter_-121.676_39.093.fasta,
W232,16-SUYA 145,Culex tarsalis,Pooled mosquitos,100.00,0,2016-07-05,USA,CA,Sutter,38.824,-121.503,coding-complete,W232_2016-07-05_USA_CA_Sutter_-121.503_38.824.fasta,
W233,16-FRNO 79,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2016-06-29,USA,CA,Fresno,36.839,-119.895,coding-complete,W233_2016-06-29_USA_CA_Fresno_-119.895_36.839.fasta,
W234,16-SUYA 146,Culex tarsalis,Pooled mosquitos,100.00,0,2016-07-05,USA,CA,Yuba,39.214,-121.534,coding-complete,W234_2016-07-05_USA_CA_Yuba_-121.534_39.214.fasta,
W235,16-FRNO 85,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2016-07-01,USA,CA,Fresno,36.839,-119.891,coding-complete,W235_2016-07-01_USA_CA_Fresno_-119.891_36.839.fasta,
W236,16-FRNO 86,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2016-07-01,USA,CA,Fresno,36.839,-119.895,coding-complete,W236_2016-07-01_USA_CA_Fresno_-119.895_36.839.fasta,
W239,16-KNGS 167,Culex tarsalis,Pooled mosquitos,100.00,0,2016-07-07,USA,CA,Kings,36.226,-119.727,coding-complete,W239_2016-07-07_USA_CA_Kings_-119.727_36.226.fasta,
W240,16-KNGS 172,Culex tarsalis,Pooled mosquitos,100.00,0,2016-07-07,USA,CA,Kings,36.294,-119.696,coding-complete,W240_2016-07-07_USA_CA_Kings_-119.696_36.294.fasta,
W241,17-TRLK 424,Culex tarsalis,Pooled mosquitos,100.00,0,2017-07-06,USA,CA,Stanislaus,37.573,-121.166,coding-complete,W241_2017-07-06_USA_CA_Stanislaus_-121.166_37.573.fasta,
W242,17-FRWS 170,Culex tarsalis,Pooled mosquitos,100.00,0,2017-07-06,USA,CA,Fresno,36.748,-120.222,coding-complete,W242_2017-07-06_USA_CA_Fresno_-120.222_36.748.fasta,
W243,17-FRWS 158,Culex tarsalis,Pooled mosquitos,100.00,0,2017-07-06,USA,CA,Fresno,36.951,-120.628,coding-complete,W243_2017-07-06_USA_CA_Fresno_-120.628_36.951.fasta,
W244,17-TLRE 120,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2017-07-04,USA,CA,Tulare,35.971,-119.297,coding-complete,W244_2017-07-04_USA_CA_Tulare_-119.297_35.971.fasta,
W245,17-KNGS 176,Culex tarsalis,Pooled mosquitos,100.00,0,2017-06-30,USA,CA,Kings,36.388,-119.839,coding-complete,W245_2017-06-30_USA_CA_Kings_-119.839_36.388.fasta,
W246,17-KNGS 156,Culex tarsalis,Pooled mosquitos,100.00,0,2017-06-29,USA,CA,Kings,36.344,-119.894,coding-complete,W246_2017-06-29_USA_CA_Kings_-119.894_36.344.fasta,
W247,17-GRLA 384,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2017-06-28,USA,CA,Los Angeles,33.980,-117.928,coding-complete,W247_2017-06-28_USA_CA_LosAngeles_-117.928_33.980.fasta,
W248,17-GRLA 400,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2017-06-29,USA,CA,Los Angeles,33.898,-118.110,coding-complete,W248_2017-06-29_USA_CA_LosAngeles_-118.110_33.898.fasta,
W249,17-MERC 167,Culex pipiens,Pooled mosquitos,100.00,0,2017-08-02,USA,CA,Merced,37.363,-120.625,coding-complete,W249_2017-08-02_USA_CA_Merced_-120.625_37.363.fasta,
W250,17-TRLK 658,Culex pipiens,Pooled mosquitos,100.00,0,2017-08-03,USA,CA,Stanislaus,37.517,-120.824,coding-complete,W250_2017-08-03_USA_CA_Stanislaus_-120.824_37.517.fasta,
W251,04-3390,American Crow,Tissue,100.00,0,2004-07-20,USA,CA,Kern,35.329,-119.078,coding-complete,W251_2004-07-20_USA_CA_Kern_-119.078_35.329.fasta,
W252,04-4451,Western Scrub-Jay,Tissue,100.00,0,2004-08-05,USA,CA,Kern,35.302,-119.053,coding-complete,W252_2004-08-05_USA_CA_Kern_-119.053_35.302.fasta,
W253,04-4764,American Crow,Tissue,100.00,0,2004-08-11,USA,CA,Kern,35.385,-119.121,coding-complete,W253_2004-08-11_USA_CA_Kern_-119.121_35.385.fasta,
W254,04-5150,American Crow,Tissue,100.00,0,2004-08-17,USA,CA,Kern,35.389,-119.053,coding-complete,W254_2004-08-17_USA_CA_Kern_-119.053_35.389.fasta,
W255,04-5510,Western Scrub-Jay,Tissue,100.00,0,2004-08-23,USA,CA,Kern,35.406,-119.123,coding-complete,W255_2004-08-23_USA_CA_Kern_-119.123_35.406.fasta,
W256,04-6093,Brewer's Blackbird,Tissue,100.00,0,2004-09-08,USA,CA,Kern,35.265,-119.052,coding-complete,W256_2004-09-08_USA_CA_Kern_-119.052_35.265.fasta,
W257,05-4008,American Robin,Tissue,100.00,0,2005-06-16,USA,CA,Kern,35.330,-119.073,coding-complete,W257_2005-06-16_USA_CA_Kern_-119.073_35.330.fasta,
W258,05-4400,Western Scrub-Jay,Tissue,100.00,0,2005-06-24,USA,CA,Kern,35.360,-119.046,coding-complete,W258_2005-06-24_USA_CA_Kern_-119.046_35.360.fasta,
W259,05-4489,Sparrow,Tissue,100.00,0,2005-06-27,USA,CA,Kern,35.285,-119.018,coding-complete,W259_2005-06-27_USA_CA_Kern_-119.018_35.285.fasta,
W260,05-4697,Western Scrub-Jay,Tissue,100.00,0,2005-06-30,USA,CA,Kern,35.341,-119.067,coding-complete,W260_2005-06-30_USA_CA_Kern_-119.067_35.341.fasta,
W261,05-5222,Western Scrub-Jay,Tissue,100.00,0,2005-07-10,USA,CA,Kern,35.330,-119.061,coding-complete,W261_2005-07-10_USA_CA_Kern_-119.061_35.330.fasta,
W262,05-5486,Western Scrub-Jay,Tissue,100.00,0,2005-07-13,USA,CA,Kern,35.338,-119.110,coding-complete,W262_2005-07-13_USA_CA_Kern_-119.110_35.338.fasta,
W263,05-5607,Western Scrub-Jay,Tissue,100.00,0,2005-07-15,USA,CA,Kern,35.405,-119.006,coding-complete,W263_2005-07-15_USA_CA_Kern_-119.006_35.405.fasta,
W264,05-6236,House Sparrow,Tissue,100.00,0,2005-07-26,USA,CA,Kern,35.403,-118.957,coding-complete,W264_2005-07-26_USA_CA_Kern_-118.957_35.403.fasta,
W265,05-6449,Western Scrub-Jay,Tissue,100.00,0,2005-07-28,USA,CA,Kern,35.374,-119.190,coding-complete,W265_2005-07-28_USA_CA_Kern_-119.190_35.374.fasta,
W266,05-6609,House Finch,Tissue,100.00,0,2005-08-01,USA,CA,Kern,35.408,-119.016,coding-complete,W266_2005-08-01_USA_CA_Kern_-119.016_35.408.fasta,
W267,05-7234,Western Scrub-Jay,Tissue,100.00,0,2005-08-09,USA,CA,Kern,35.602,-119.385,coding-complete,W267_2005-08-09_USA_CA_Kern_-119.385_35.602.fasta,
W268,05-7568,Western Scrub-Jay,Tissue,100.00,0,2005-08-15,USA,CA,Kern,35.398,-118.931,coding-complete,W268_2005-08-15_USA_CA_Kern_-118.931_35.398.fasta,
W269,05-8002,House Sparrow,Tissue,100.00,0,2005-08-19,USA,CA,Kern,35.423,-119.076,coding-complete,W269_2005-08-19_USA_CA_Kern_-119.076_35.423.fasta,
W270,05-8567,Western Scrub-Jay,Tissue,100.00,0,2005-08-29,USA,CA,Kern,35.352,-119.065,coding-complete,W270_2005-08-29_USA_CA_Kern_-119.065_35.352.fasta,
W271,05-8762,Western Scrub-Jay,Tissue,100.00,0,2005-09-01,USA,CA,Kern,35.360,-119.041,coding-complete,W271_2005-09-01_USA_CA_Kern_-119.041_35.360.fasta,
W272,06-4047,American Robin,Tissue,100.00,0,2006-07-13,USA,CA,Kern,35.323,-119.072,coding-complete,W272_2006-07-13_USA_CA_Kern_-119.072_35.323.fasta,
W273,06-4367,California Scrub-Jay,Tissue,100.00,0,2006-07-21,USA,CA,Kern,35.381,-118.941,coding-complete,W273_2006-07-21_USA_CA_Kern_-118.941_35.381.fasta,
W274,06-4844,California Scrub-Jay,Tissue,100.00,0,2006-07-31,USA,CA,Kern,35.386,-119.203,coding-complete,W274_2006-07-31_USA_CA_Kern_-119.203_35.386.fasta,
W275,06-4909,California Scrub-Jay,Tissue,100.00,0,2006-08-01,USA,CA,Kern,35.377,-119.122,coding-complete,W275_2006-08-01_USA_CA_Kern_-119.122_35.377.fasta,
W276,06-4996,California Scrub-Jay,Tissue,100.00,0,2006-08-02,USA,CA,Kern,35.373,-119.144,coding-complete,W276_2006-08-02_USA_CA_Kern_-119.144_35.373.fasta,
W277,06-5046,Raven,Tissue,100.00,0,2006-08-03,USA,CA,Kern,35.390,-118.967,coding-complete,W277_2006-08-03_USA_CA_Kern_-118.967_35.390.fasta,
W278,06-5340,California Scrub-Jay,Tissue,100.00,0,2006-08-09,USA,CA,Kern,35.328,-119.019,coding-complete,W278_2006-08-09_USA_CA_Kern_-119.019_35.328.fasta,
W279,06-5848,House Sparrow,Tissue,100.00,0,2006-08-14,USA,CA,Kern,35.400,-119.095,coding-complete,W279_2006-08-14_USA_CA_Kern_-119.095_35.400.fasta,
W280,06-5916,California Scrub-Jay,Tissue,100.00,0,2006-08-15,USA,CA,Kern,35.420,-119.069,coding-complete,W280_2006-08-15_USA_CA_Kern_-119.069_35.420.fasta,
W281,06-6085,House Finch,Tissue,100.00,0,2006-08-17,USA,CA,Kern,35.398,-119.016,coding-complete,W281_2006-08-17_USA_CA_Kern_-119.016_35.398.fasta,
W283,06-6521,California Scrub-Jay,Tissue,100.00,0,2006-08-30,USA,CA,Kern,35.371,-119.166,coding-complete,W283_2006-08-30_USA_CA_Kern_-119.166_35.371.fasta,
W284,07-2195,California Scrub-Jay,Tissue,100.00,0,2007-06-07,USA,CA,Kern,35.341,-119.065,coding-complete,W284_2007-06-07_USA_CA_Kern_-119.065_35.341.fasta,
W285,07-2453,California Scrub-Jay,Tissue,100.00,0,2007-06-13,USA,CA,Kern,35.362,-118.966,coding-complete,W285_2007-06-13_USA_CA_Kern_-118.966_35.362.fasta,
W286,07-2487,California Scrub-Jay,Tissue,100.00,0,2007-06-14,USA,CA,Kern,35.354,-118.940,coding-complete,W286_2007-06-14_USA_CA_Kern_-118.940_35.354.fasta,
W287,07-2765,California Scrub-Jay,Tissue,100.00,0,2007-06-20,USA,CA,Kern,35.377,-119.116,coding-complete,W287_2007-06-20_USA_CA_Kern_-119.116_35.377.fasta,
W288,07-2888,California Scrub-Jay,Tissue,100.00,0,2007-06-22,USA,CA,Kern,35.346,-119.064,coding-complete,W288_2007-06-22_USA_CA_Kern_-119.064_35.346.fasta,
W289,07-2927,California Scrub-Jay,Tissue,100.00,0,2007-06-25,USA,CA,Kern,35.288,-119.041,coding-complete,W289_2007-06-25_USA_CA_Kern_-119.041_35.288.fasta,
W290,07-2976,California Scrub-Jay,Tissue,100.00,0,2007-06-25,USA,CA,Kern,35.340,-119.126,coding-complete,W290_2007-06-25_USA_CA_Kern_-119.126_35.340.fasta,
W291,07-3230,California Scrub-Jay,Tissue,100.00,0,2007-06-29,USA,CA,Kern,35.389,-119.150,coding-complete,W291_2007-06-29_USA_CA_Kern_-119.150_35.389.fasta,
W292,07-3231,California Scrub-Jay,Tissue,100.00,0,2007-06-29,USA,CA,Kern,35.389,-119.150,coding-complete,W292_2007-06-29_USA_CA_Kern_-119.150_35.389.fasta,
W293,07-3485,California Scrub-Jay,Tissue,100.00,0,2007-07-05,USA,CA,Kern,35.350,-119.028,coding-complete,W293_2007-07-05_USA_CA_Kern_-119.028_35.350.fasta,
W294,07-3593,California Scrub-Jay,Tissue,100.00,0,2007-07-09,USA,CA,Kern,35.350,-119.067,coding-complete,W294_2007-07-09_USA_CA_Kern_-119.067_35.350.fasta,
W295,07-3594,California Scrub-Jay,Tissue,100.00,0,2007-07-09,USA,CA,Kern,35.346,-119.119,coding-complete,W295_2007-07-09_USA_CA_Kern_-119.119_35.346.fasta,
W296,07-3678,California Scrub-Jay,Tissue,100.00,0,2007-07-09,USA,CA,Kern,35.358,-119.147,coding-complete,W296_2007-07-09_USA_CA_Kern_-119.147_35.358.fasta,
W297,07-3821,California Scrub-Jay,Tissue,100.00,0,2007-07-12,USA,CA,Kern,35.373,-119.158,coding-complete,W297_2007-07-12_USA_CA_Kern_-119.158_35.373.fasta,
